,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
726,31,0,Travel_Frequently,1,Life Sciences,3,Manufacturing Director,Married,4148,1,No,12,1,4,4,3,0,3
727,18,0,Non-Travel,5,Life Sciences,2,Research Scientist,Single,1051,1,No,15,0,0,0,0,0,0
728,54,0,Travel_Rarely,17,Technical Degree,3,Manufacturing Director,Married,10739,8,No,11,1,22,10,7,0,8
729,35,0,Travel_Rarely,25,Medical,3,Healthcare Representative,Divorced,10388,1,Yes,11,1,16,16,10,10,1
730,30,0,Travel_Rarely,8,Life Sciences,2,Research Director,Married,11416,0,Yes,12,3,9,8,7,1,7
731,20,1,Travel_Rarely,11,Medical,4,Research Scientist,Single,2600,1,Yes,15,0,1,1,0,0,0
732,30,1,Travel_Frequently,5,Medical,2,Laboratory Technician,Single,2422,0,No,17,0,4,3,2,1,2
733,26,0,Travel_Rarely,2,Medical,4,Manufacturing Director,Married,5472,1,No,12,0,8,8,7,1,3
734,22,0,Travel_Rarely,8,Life Sciences,2,Laboratory Technician,Married,2451,1,No,15,1,4,4,3,1,1
735,48,0,Travel_Rarely,6,Life Sciences,1,Healthcare Representative,Single,4240,2,No,13,0,19,2,2,2,2
736,48,0,Travel_Rarely,4,Life Sciences,3,Healthcare Representative,Single,10999,7,No,14,0,27,15,11,4,8
737,41,0,Travel_Rarely,7,Medical,4,Manufacturing Director,Single,5003,6,No,14,0,8,2,2,2,1
738,39,0,Travel_Rarely,1,Life Sciences,4,Manufacturing Director,Married,12742,1,No,16,1,21,21,6,11,8
739,27,0,Travel_Rarely,2,Life Sciences,1,Manufacturing Director,Married,4227,0,No,18,1,4,3,2,2,2
740,35,0,Travel_Rarely,10,Other,2,Laboratory Technician,Divorced,3917,1,No,20,1,3,3,2,1,2
741,42,0,Travel_Rarely,5,Marketing,4,Manager,Married,18303,6,No,13,0,21,1,0,0,0
742,50,0,Travel_Rarely,9,Life Sciences,1,Laboratory Technician,Married,2380,4,No,18,0,8,1,0,0,0
743,59,0,Travel_Rarely,2,Life Sciences,3,Manufacturing Director,Single,13726,3,Yes,13,0,30,5,3,4,3
744,37,1,Travel_Rarely,11,Medical,1,Healthcare Representative,Married,4777,5,No,15,0,15,1,0,0,0
745,55,0,Travel_Frequently,18,Medical,3,Healthcare Representative,Married,6385,3,Yes,14,2,17,8,7,6,7
746,41,0,Non-Travel,7,Life Sciences,2,Research Director,Divorced,19973,1,No,22,2,21,21,16,5,10
747,38,0,Travel_Rarely,3,Life Sciences,2,Sales Executive,Single,6861,8,Yes,12,0,19,1,0,0,0
748,26,1,Non-Travel,29,Medical,2,Sales Executive,Single,4969,8,No,18,0,7,2,2,2,2
749,52,1,Travel_Rarely,2,Marketing,1,Manager,Married,19845,1,No,15,1,33,32,14,6,9
750,44,0,Travel_Rarely,28,Medical,4,Sales Executive,Married,13320,3,Yes,18,1,23,12,11,11,11
751,50,0,Non-Travel,1,Life Sciences,4,Sales Executive,Married,6347,0,No,12,1,19,18,7,0,13
752,36,1,Travel_Rarely,16,Life Sciences,3,Laboratory Technician,Single,2743,1,No,16,0,18,17,13,15,14
753,39,0,Travel_Frequently,22,Medical,4,Manufacturing Director,Single,10880,1,Yes,13,0,21,21,6,2,8
754,33,0,Non-Travel,8,Life Sciences,2,Sales Representative,Single,2342,0,No,19,0,3,2,2,2,2
755,45,0,Travel_Rarely,11,Life Sciences,4,Manager,Married,17650,3,No,13,1,26,9,3,1,1
756,32,0,Non-Travel,29,Medical,4,Laboratory Technician,Single,4025,9,No,12,0,10,8,7,7,7
757,34,0,Travel_Rarely,1,Marketing,2,Sales Executive,Divorced,9725,0,No,11,1,16,15,1,0,9
758,59,0,Travel_Rarely,1,Technical Degree,2,Manager,Married,11904,3,Yes,14,1,14,6,4,0,4
759,45,0,Travel_Rarely,24,Medical,2,Human Resources,Single,2177,1,No,16,0,6,6,3,0,4
760,53,0,Travel_Frequently,2,Marketing,3,Sales Executive,Married,7525,2,No,12,1,30,15,7,6,12
761,36,1,Travel_Rarely,15,Other,1,Laboratory Technician,Divorced,4834,7,No,14,1,9,1,0,0,0
762,26,1,Travel_Frequently,2,Life Sciences,1,Research Scientist,Married,2042,6,Yes,14,1,6,3,2,1,2
763,34,0,Travel_Rarely,10,Life Sciences,3,Sales Representative,Married,2220,1,Yes,19,1,1,1,1,0,0
764,28,0,Travel_Rarely,10,Medical,4,Sales Representative,Married,1052,1,No,22,0,1,1,0,0,0
765,38,0,Travel_Frequently,3,Other,3,Research Scientist,Married,2821,3,No,16,1,8,2,2,2,2
766,50,0,Travel_Rarely,2,Medical,2,Research Director,Married,19237,2,Yes,11,1,29,8,1,7,7
767,37,0,Travel_Rarely,3,Other,4,Healthcare Representative,Single,4107,3,No,15,0,8,4,3,0,1
768,40,0,Travel_Rarely,26,Marketing,3,Sales Executive,Married,8396,1,No,14,1,8,7,7,7,5
769,26,0,Travel_Frequently,1,Medical,1,Research Scientist,Divorced,2007,1,No,13,2,5,5,3,1,3
770,46,0,Travel_Rarely,1,Medical,4,Research Director,Divorced,19627,9,No,17,2,23,2,2,2,2
771,54,0,Travel_Rarely,2,Life Sciences,3,Sales Executive,Married,10686,6,No,11,1,13,9,4,7,0
772,56,0,Travel_Frequently,9,Medical,1,Research Scientist,Married,2942,2,No,19,1,18,5,4,0,3
773,36,0,Travel_Rarely,12,Medical,4,Manufacturing Director,Single,8858,0,No,11,0,15,14,8,7,8
774,55,0,Non-Travel,2,Medical,3,Manager,Single,16756,7,No,15,0,31,9,7,6,2
775,43,0,Travel_Rarely,25,Medical,3,Sales Executive,Divorced,10798,5,No,13,1,18,1,0,0,0
776,20,1,Travel_Frequently,9,Marketing,4,Sales Representative,Single,2323,1,Yes,14,0,2,2,2,0,2
777,21,1,Travel_Rarely,10,Life Sciences,3,Laboratory Technician,Single,1416,1,No,13,0,1,1,0,1,0
778,46,0,Travel_Rarely,8,Life Sciences,4,Research Scientist,Divorced,4615,8,Yes,23,3,19,16,13,1,7
779,51,1,Travel_Rarely,4,Life Sciences,1,Research Scientist,Married,2461,9,Yes,12,3,18,10,0,2,7
780,28,1,Non-Travel,24,Technical Degree,2,Healthcare Representative,Single,8722,1,No,12,0,10,10,7,1,9
781,26,0,Travel_Rarely,1,Medical,1,Laboratory Technician,Married,3955,1,No,16,2,6,5,3,1,3
782,30,0,Travel_Rarely,20,Other,3,Manufacturing Director,Married,9957,0,No,15,1,7,6,2,0,2
783,41,0,Travel_Rarely,7,Technical Degree,2,Research Scientist,Married,3376,1,No,13,0,10,10,6,0,8
784,38,0,Travel_Rarely,17,Life Sciences,3,Healthcare Representative,Married,8823,0,No,18,1,20,19,9,1,9
785,40,0,Travel_Rarely,20,Technical Degree,1,Healthcare Representative,Married,10322,4,No,20,1,14,11,10,11,1
786,27,0,Non-Travel,8,Life Sciences,1,Laboratory Technician,Married,4621,1,No,19,3,3,3,2,1,2
787,55,0,Travel_Frequently,2,Life Sciences,4,Manufacturing Director,Married,10976,3,No,18,1,23,3,2,1,2
788,28,0,Travel_Rarely,10,Other,3,Research Scientist,Single,3660,3,No,13,0,10,8,7,1,7
789,44,1,Travel_Rarely,1,Medical,2,Human Resources,Married,10482,9,No,14,1,24,20,6,3,6
790,33,0,Travel_Rarely,5,Life Sciences,4,Healthcare Representative,Divorced,7119,4,No,15,1,9,3,2,1,2
791,35,1,Travel_Rarely,4,Technical Degree,4,Sales Executive,Single,9582,0,Yes,22,0,9,8,7,4,7
792,33,1,Travel_Frequently,29,Medical,1,Research Scientist,Single,4508,1,No,22,0,14,13,7,3,8
793,28,0,Travel_Rarely,15,Life Sciences,1,Laboratory Technician,Divorced,2207,1,No,16,1,4,4,2,2,2
794,34,0,Travel_Frequently,3,Life Sciences,1,Healthcare Representative,Single,7756,0,No,17,0,7,6,2,0,4
795,37,0,Travel_Rarely,10,Life Sciences,4,Sales Executive,Divorced,6694,2,Yes,14,3,8,1,0,0,0
796,25,1,Travel_Rarely,4,Technical Degree,4,Laboratory Technician,Married,3691,1,Yes,15,1,7,7,7,5,6
797,26,1,Travel_Rarely,21,Medical,1,Laboratory Technician,Divorced,2377,1,No,20,1,1,1,1,0,0
798,33,1,Travel_Rarely,25,Medical,1,Research Scientist,Single,2313,4,Yes,20,0,5,2,2,2,2
799,42,0,Travel_Rarely,2,Medical,4,Manager,Married,17665,0,No,17,1,23,22,6,13,7
800,28,1,Travel_Frequently,1,Medical,1,Laboratory Technician,Divorced,2596,1,No,15,2,1,1,0,0,0
801,50,1,Travel_Frequently,1,Other,4,Sales Executive,Single,4728,3,Yes,14,0,5,0,0,0,0
802,33,0,Travel_Frequently,7,Life Sciences,4,Sales Executive,Married,4302,0,No,17,1,4,3,2,0,2
803,34,0,Non-Travel,3,Life Sciences,3,Research Scientist,Married,2979,3,No,17,3,6,0,0,0,0
804,48,0,Non-Travel,1,Medical,1,Manager,Single,16885,2,No,22,0,27,5,4,2,1
805,45,0,Non-Travel,9,Life Sciences,2,Sales Executive,Married,5593,1,No,13,1,15,15,10,4,12
806,52,0,Travel_Rarely,7,Life Sciences,2,Healthcare Representative,Single,10445,7,No,19,0,18,8,6,4,0
807,38,0,Travel_Rarely,10,Marketing,3,Sales Executive,Divorced,8740,0,Yes,14,2,9,8,7,2,7
808,29,0,Travel_Rarely,28,Life Sciences,3,Research Scientist,Divorced,2514,4,No,22,1,11,7,5,1,7
809,28,0,Travel_Rarely,3,Medical,4,Manufacturing Director,Divorced,7655,0,No,17,3,10,9,7,1,7
810,46,0,Travel_Rarely,3,Marketing,1,Manager,Married,17465,3,No,12,1,23,12,9,4,9
811,38,0,Travel_Rarely,2,Marketing,4,Sales Executive,Single,7351,7,No,16,0,10,1,0,0,0
812,43,0,Travel_Frequently,27,Life Sciences,3,Manufacturing Director,Married,10820,8,No,11,1,18,8,7,0,1
813,39,1,Travel_Frequently,2,Life Sciences,1,Healthcare Representative,Divorced,12169,7,No,11,3,21,18,7,11,5
814,40,0,Travel_Rarely,14,Medical,3,Research Director,Single,19626,1,No,14,0,21,20,7,4,9
815,21,0,Travel_Rarely,1,Technical Degree,4,Research Scientist,Single,2070,1,Yes,11,0,2,2,2,2,2
816,39,0,Non-Travel,9,Life Sciences,3,Laboratory Technician,Single,6782,9,No,15,0,9,5,4,0,3
817,36,0,Non-Travel,18,Life Sciences,1,Manufacturing Director,Single,7779,2,No,20,0,18,11,9,0,9
818,31,0,Travel_Frequently,20,Life Sciences,3,Sales Representative,Married,2791,0,No,12,1,3,2,2,2,2
819,28,0,Travel_Rarely,2,Life Sciences,1,Research Scientist,Married,3201,0,No,17,0,6,5,3,0,4
820,35,0,Travel_Frequently,11,Marketing,4,Sales Executive,Divorced,4968,1,No,11,1,5,5,2,0,2
821,49,0,Travel_Rarely,8,Technical Degree,4,Sales Executive,Married,13120,6,No,17,1,22,9,8,2,3
822,34,0,Travel_Frequently,2,Life Sciences,4,Manufacturing Director,Single,4033,2,No,11,0,5,3,2,0,2
823,29,0,Travel_Frequently,10,Life Sciences,4,Research Scientist,Divorced,3291,0,No,14,2,8,7,5,1,1
824,42,0,Travel_Rarely,29,Medical,2,Laboratory Technician,Single,4272,4,No,19,0,16,1,0,0,0
825,29,0,Travel_Rarely,8,Medical,2,Manufacturing Director,Married,5056,1,Yes,15,1,10,10,7,1,2
826,38,0,Travel_Rarely,1,Human Resources,3,Human Resources,Married,2844,1,No,13,1,7,7,6,5,0
827,28,0,Travel_Frequently,6,Life Sciences,3,Research Scientist,Divorced,2703,1,Yes,14,1,3,3,1,0,2
828,18,1,Non-Travel,8,Medical,3,Laboratory Technician,Single,1904,1,No,12,0,0,0,0,0,0
829,33,1,Travel_Rarely,9,Marketing,1,Sales Executive,Single,8224,0,Yes,17,0,6,5,2,0,3
830,41,0,Travel_Rarely,12,Life Sciences,2,Laboratory Technician,Married,4766,3,Yes,11,1,6,1,0,0,0
831,31,1,Travel_Frequently,15,Medical,3,Laboratory Technician,Married,2610,1,No,12,1,2,2,2,2,2
832,37,0,Travel_Rarely,25,Medical,3,Healthcare Representative,Divorced,5731,7,No,13,2,9,6,2,1,3
833,27,0,Travel_Rarely,6,Life Sciences,4,Research Scientist,Married,2539,1,No,13,1,4,4,2,2,2
834,34,0,Travel_Rarely,9,Life Sciences,2,Sales Executive,Married,5714,1,No,20,0,6,6,5,1,3
835,35,0,Travel_Rarely,8,Technical Degree,3,Human Resources,Single,4323,1,No,17,0,6,5,4,1,4
836,29,1,Travel_Rarely,23,Life Sciences,4,Sales Executive,Married,7336,1,No,13,1,11,11,8,3,10
837,40,0,Travel_Frequently,9,Medical,2,Research Director,Single,13499,9,No,17,0,20,18,7,2,13
838,42,1,Travel_Frequently,12,Life Sciences,3,Sales Executive,Single,13758,0,Yes,12,0,22,21,9,13,14
839,42,0,Travel_Rarely,4,Marketing,2,Sales Executive,Single,5155,7,No,13,0,9,6,4,1,5
840,35,0,Travel_Rarely,1,Medical,4,Laboratory Technician,Married,2258,6,No,12,1,10,8,0,1,7
841,24,0,Travel_Rarely,24,Medical,4,Laboratory Technician,Single,3597,8,No,22,0,6,4,3,1,2
842,28,1,Travel_Rarely,12,Life Sciences,3,Laboratory Technician,Married,2515,1,Yes,11,0,1,1,1,0,0
843,26,0,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,4420,1,No,22,1,8,8,7,0,7
844,30,0,Travel_Rarely,10,Marketing,3,Sales Executive,Married,6578,1,No,18,1,10,10,3,1,4
845,40,0,Travel_Frequently,26,Medical,3,Research Scientist,Married,4422,3,Yes,13,1,16,1,1,0,0
846,35,0,Travel_Rarely,2,Life Sciences,3,Manufacturing Director,Divorced,10274,2,No,18,1,15,7,7,6,4
847,34,0,Travel_Frequently,1,Medical,4,Healthcare Representative,Single,5343,0,No,20,0,14,13,9,4,9
848,35,0,Travel_Frequently,4,Other,4,Laboratory Technician,Married,2376,1,No,13,1,2,2,2,2,2
849,43,1,Travel_Rarely,9,Marketing,1,Sales Executive,Single,5346,8,No,13,0,7,4,3,1,3
850,32,0,Non-Travel,2,Life Sciences,3,Sales Representative,Divorced,2827,1,No,12,3,1,1,0,0,0
851,56,0,Travel_Rarely,4,Technical Degree,4,Manager,Divorced,19943,4,No,13,1,28,5,2,4,2
852,29,0,Travel_Rarely,6,Medical,2,Laboratory Technician,Married,3131,1,No,13,1,10,10,8,0,8
853,19,0,Travel_Rarely,9,Life Sciences,3,Research Scientist,Single,2552,1,No,25,0,1,1,1,0,0
854,45,0,Travel_Rarely,7,Medical,1,Research Scientist,Married,4477,4,Yes,19,1,7,3,2,0,2
855,37,0,Travel_Rarely,1,Life Sciences,4,Manufacturing Director,Married,6474,1,No,13,1,14,14,8,3,11
856,20,0,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Single,3033,1,No,12,0,2,2,2,1,2
857,44,1,Travel_Rarely,10,Life Sciences,3,Research Scientist,Single,2936,1,Yes,11,0,6,6,4,0,2
858,53,0,Travel_Rarely,7,Medical,4,Manager,Divorced,18606,3,No,18,1,26,7,7,4,7
859,29,0,Travel_Rarely,15,Life Sciences,2,Research Scientist,Married,2168,0,Yes,18,1,6,5,4,1,3
860,22,1,Travel_Frequently,3,Life Sciences,3,Research Scientist,Married,2853,0,Yes,11,1,1,0,0,0,0
861,46,0,Travel_Rarely,2,Marketing,3,Manager,Married,17048,8,No,23,0,28,26,15,15,9
862,44,0,Non-Travel,17,Life Sciences,4,Research Scientist,Single,2290,2,No,13,0,6,0,0,0,0
863,33,0,Travel_Rarely,2,Human Resources,2,Human Resources,Married,3600,1,No,13,1,5,5,4,1,4
864,41,1,Non-Travel,5,Life Sciences,1,Research Scientist,Divorced,2107,6,No,17,1,5,1,0,0,0
865,30,0,Travel_Rarely,29,Life Sciences,3,Sales Executive,Divorced,4115,8,No,19,3,8,4,3,0,3
866,40,0,Travel_Frequently,2,Medical,2,Sales Executive,Married,4327,5,No,12,3,5,0,0,0,0
867,50,0,Travel_Frequently,2,Medical,4,Manager,Married,17856,2,No,22,1,32,2,2,2,2
868,28,0,Travel_Rarely,19,Medical,4,Laboratory Technician,Married,3196,1,No,12,3,6,6,5,3,3
869,46,0,Travel_Rarely,15,Life Sciences,4,Research Director,Married,19081,5,No,11,1,25,4,2,0,3
870,35,0,Travel_Rarely,17,Life Sciences,3,Sales Executive,Married,8966,3,Yes,15,3,15,7,7,1,7
871,24,1,Travel_Rarely,17,Life Sciences,4,Laboratory Technician,Married,2210,1,No,13,1,1,1,0,0,0
872,33,0,Travel_Frequently,25,Medical,2,Sales Executive,Married,4539,1,No,12,1,10,10,7,0,1
873,36,0,Travel_Rarely,6,Life Sciences,3,Laboratory Technician,Divorced,2741,1,No,14,1,7,7,7,1,7
874,30,0,Travel_Rarely,7,Life Sciences,3,Laboratory Technician,Divorced,3491,1,No,13,3,10,10,7,8,9
875,44,0,Travel_Rarely,29,Other,4,Research Scientist,Single,4541,1,No,25,0,20,20,11,13,17
876,20,0,Travel_Rarely,21,Marketing,3,Sales Representative,Single,2678,1,No,17,0,2,2,1,2,2
877,46,0,Travel_Rarely,2,Technical Degree,4,Manufacturing Director,Divorced,7379,2,No,11,1,12,6,3,1,4
878,42,0,Non-Travel,2,Medical,4,Human Resources,Married,6272,7,No,16,1,10,4,3,0,3
879,60,0,Travel_Rarely,7,Marketing,2,Sales Executive,Divorced,5220,0,Yes,18,1,12,11,7,1,9
880,32,0,Travel_Frequently,13,Other,3,Laboratory Technician,Married,2743,1,No,20,1,2,2,2,2,2
881,32,0,Travel_Frequently,2,Life Sciences,4,Research Scientist,Single,4998,4,Yes,14,0,10,8,7,0,7
882,36,0,Travel_Rarely,1,Technical Degree,3,Manufacturing Director,Divorced,10252,2,Yes,21,1,17,7,7,7,7
883,33,0,Travel_Rarely,9,Medical,1,Research Scientist,Married,2781,0,No,13,1,15,14,10,4,10
884,40,0,Travel_Rarely,10,Technical Degree,2,Sales Executive,Divorced,6852,7,No,12,1,7,5,1,1,3
885,25,0,Travel_Rarely,10,Life Sciences,3,Sales Executive,Single,4950,0,No,14,0,5,4,3,1,1
886,30,0,Travel_Rarely,1,Medical,4,Research Scientist,Married,3579,0,Yes,21,1,12,11,9,5,7
887,42,0,Travel_Frequently,26,Medical,1,Research Director,Married,13191,3,Yes,17,0,20,1,0,0,0
888,35,0,Non-Travel,8,Marketing,3,Sales Executive,Married,10377,4,Yes,11,1,16,13,2,4,12
889,27,0,Travel_Rarely,14,Life Sciences,1,Research Scientist,Married,2235,1,Yes,14,2,9,9,7,6,8
890,54,0,Travel_Frequently,1,Life Sciences,4,Manufacturing Director,Divorced,10502,7,No,17,1,33,5,4,1,4
891,44,0,Travel_Rarely,2,Life Sciences,1,Research Scientist,Married,2011,1,No,13,1,10,10,5,7,7
892,19,1,Non-Travel,10,Medical,1,Research Scientist,Single,1859,1,Yes,25,0,1,1,1,0,0
893,29,0,Travel_Rarely,1,Life Sciences,1,Research Scientist,Divorced,3760,1,No,15,3,3,3,2,1,2
894,54,0,Travel_Rarely,3,Life Sciences,4,Research Director,Married,17779,3,No,14,0,36,10,9,0,9
895,31,0,Travel_Rarely,11,Medical,3,Healthcare Representative,Married,6833,1,Yes,12,0,6,6,5,0,1
896,31,0,Travel_Rarely,24,Medical,3,Healthcare Representative,Single,6812,1,No,19,0,10,10,9,1,8
897,59,0,Travel_Rarely,3,Life Sciences,3,Sales Executive,Single,5171,5,No,17,0,13,6,1,0,5
898,43,0,Travel_Rarely,3,Life Sciences,3,Research Director,Married,19740,3,No,14,1,25,8,7,0,7
899,49,0,Travel_Rarely,4,Medical,1,Manager,Married,18711,2,No,13,1,23,1,0,0,0
900,36,0,Travel_Frequently,3,Technical Degree,3,Research Scientist,Married,3692,1,No,12,0,12,11,10,0,7
901,48,0,Travel_Rarely,2,Technical Degree,4,Laboratory Technician,Single,2559,5,No,11,0,7,1,0,0,0
902,27,0,Travel_Rarely,4,Life Sciences,1,Research Scientist,Divorced,2517,1,No,11,3,5,5,3,0,3
903,29,0,Travel_Rarely,7,Life Sciences,3,Healthcare Representative,Divorced,6623,1,Yes,11,2,6,6,0,1,0
904,48,0,Travel_Rarely,1,Life Sciences,4,Research Director,Single,18265,6,No,12,0,25,1,0,0,0
905,29,0,Travel_Rarely,1,Life Sciences,4,Research Director,Divorced,16124,3,No,14,2,9,7,7,1,7
906,34,0,Travel_Rarely,20,Technical Degree,3,Research Scientist,Married,2585,0,No,17,0,2,1,0,0,0
907,44,0,Travel_Rarely,5,Marketing,2,Manager,Married,18213,7,No,11,1,26,22,9,3,10
908,33,0,Travel_Rarely,10,Marketing,4,Sales Executive,Divorced,8380,0,Yes,14,2,10,9,8,0,8
909,19,0,Travel_Rarely,25,Life Sciences,2,Research Scientist,Single,2994,1,Yes,12,0,1,1,0,0,1
910,23,0,Travel_Rarely,1,Life Sciences,4,Research Scientist,Married,1223,1,No,22,1,1,1,0,0,1
911,25,1,Travel_Frequently,24,Life Sciences,3,Sales Representative,Single,1118,1,Yes,14,0,1,1,0,1,0
912,26,0,Travel_Rarely,4,Life Sciences,3,Research Scientist,Single,2875,1,Yes,20,0,8,8,5,2,2
913,45,1,Travel_Rarely,2,Marketing,1,Manager,Single,18824,2,Yes,16,0,26,24,10,1,11
914,55,0,Non-Travel,8,Medical,4,Healthcare Representative,Divorced,13577,1,Yes,15,1,34,33,9,15,0
915,21,1,Travel_Frequently,10,Life Sciences,1,Laboratory Technician,Single,2625,1,No,20,0,2,2,2,2,2
916,46,0,Travel_Rarely,4,Marketing,4,Manager,Married,18789,2,No,14,1,26,11,4,0,8
917,34,0,Travel_Rarely,2,Marketing,3,Sales Executive,Single,4538,0,Yes,12,0,4,3,2,0,2
918,51,0,Travel_Frequently,9,Life Sciences,4,Manager,Divorced,19847,4,Yes,24,1,31,29,10,11,10
919,59,0,Travel_Rarely,18,Medical,4,Manufacturing Director,Single,10512,6,No,12,0,25,9,7,5,4
920,34,0,Travel_Frequently,19,Medical,3,Laboratory Technician,Divorced,4444,4,No,13,2,15,11,8,5,10
921,28,0,Travel_Frequently,1,Medical,4,Laboratory Technician,Single,2154,0,Yes,11,0,5,4,2,0,2
922,44,0,Travel_Rarely,4,Life Sciences,3,Manager,Divorced,19190,1,No,14,2,26,25,9,14,13
923,34,0,Travel_Frequently,11,Life Sciences,3,Human Resources,Married,4490,4,No,11,2,14,10,9,1,8
924,35,0,Travel_Rarely,6,Life Sciences,3,Research Scientist,Married,3506,0,Yes,14,0,4,3,2,2,2
925,42,0,Travel_Rarely,7,Medical,2,Research Scientist,Married,2372,6,Yes,16,0,18,1,0,0,0
926,43,0,Travel_Rarely,4,Marketing,4,Sales Executive,Single,10231,3,No,14,0,23,21,7,15,17
927,36,0,Travel_Rarely,2,Life Sciences,3,Manufacturing Director,Single,5410,9,Yes,11,0,18,16,14,5,12
928,44,1,Travel_Rarely,15,Medical,1,Healthcare Representative,Married,7978,1,No,11,1,10,10,7,0,5
929,28,0,Travel_Frequently,2,Life Sciences,4,Laboratory Technician,Married,3867,1,Yes,12,1,2,2,2,2,2
930,51,0,Travel_Frequently,6,Medical,2,Laboratory Technician,Single,2838,0,No,14,0,8,7,0,7,7
931,30,0,Non-Travel,9,Medical,3,Manufacturing Director,Single,4695,7,Yes,18,0,10,8,4,1,7
932,29,1,Travel_Rarely,7,Technical Degree,2,Laboratory Technician,Divorced,3339,3,Yes,13,2,10,7,7,7,7
933,28,0,Travel_Rarely,1,Technical Degree,4,Research Scientist,Single,2080,2,No,11,0,5,3,2,1,2
934,25,0,Travel_Rarely,1,Medical,4,Research Scientist,Single,2096,1,No,18,0,2,2,2,2,1
935,32,0,Travel_Rarely,8,Medical,3,Sales Executive,Married,6209,1,No,15,2,10,10,7,0,8
936,45,0,Travel_Frequently,25,Medical,2,Manager,Single,18061,3,No,22,0,22,0,0,0,0
937,39,0,Travel_Rarely,13,Medical,3,Manager,Divorced,17123,6,Yes,13,2,21,19,9,15,2
938,58,0,Travel_Rarely,23,Life Sciences,1,Research Scientist,Divorced,2372,1,No,12,2,2,2,2,2,2
939,32,1,Travel_Rarely,7,Life Sciences,4,Laboratory Technician,Married,4883,1,No,18,1,10,10,4,1,1
940,39,1,Travel_Rarely,23,Medical,3,Research Scientist,Single,3904,0,No,13,0,6,5,2,0,3
941,30,0,Travel_Rarely,6,Technical Degree,1,Laboratory Technician,Married,4627,0,No,12,1,10,9,2,6,7
942,36,0,Travel_Rarely,10,Technical Degree,4,Healthcare Representative,Married,7094,3,No,12,0,10,7,7,1,7
943,46,0,Travel_Rarely,1,Life Sciences,4,Human Resources,Single,3423,6,No,12,0,10,7,6,5,7
944,28,0,Non-Travel,1,Life Sciences,3,Laboratory Technician,Married,6674,0,No,11,3,10,9,8,7,5
945,50,0,Travel_Rarely,28,Life Sciences,4,Research Director,Married,16880,4,Yes,11,0,25,3,2,1,2
946,40,1,Travel_Rarely,25,Marketing,4,Sales Executive,Single,9094,2,Yes,12,0,9,5,4,1,0
947,52,1,Travel_Rarely,5,Life Sciences,2,Sales Executive,Single,8446,9,Yes,19,0,10,8,7,7,7
948,30,0,Travel_Rarely,17,Medical,2,Manager,Married,11916,1,Yes,23,2,9,9,1,0,8
949,39,0,Travel_Rarely,18,Life Sciences,1,Manufacturing Director,Single,4534,0,No,11,0,9,8,7,1,7
950,31,0,Non-Travel,2,Life Sciences,4,Sales Executive,Divorced,9852,1,Yes,19,1,10,10,8,9,6
951,41,0,Non-Travel,10,Medical,3,Sales Executive,Single,6151,1,No,13,0,19,19,2,11,9
952,31,1,Travel_Frequently,1,Life Sciences,4,Sales Representative,Single,2302,1,Yes,11,0,3,3,2,2,2
953,44,1,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Married,2362,4,No,12,0,10,3,2,1,2
954,42,0,Non-Travel,2,Life Sciences,3,Manager,Married,17861,0,Yes,13,0,21,20,8,2,10
955,55,0,Travel_Rarely,2,Medical,4,Manager,Married,19187,4,No,14,1,23,19,9,9,11
956,56,0,Travel_Rarely,8,Life Sciences,4,Manager,Single,19717,6,No,14,0,36,7,3,7,7
957,40,0,Non-Travel,16,Life Sciences,3,Research Scientist,Divorced,3544,9,No,16,1,6,4,2,0,0
958,34,0,Travel_Rarely,9,Life Sciences,4,Healthcare Representative,Divorced,8500,0,No,11,1,10,9,7,1,6
959,40,0,Travel_Rarely,2,Life Sciences,3,Research Scientist,Single,4661,1,No,13,0,9,9,8,8,8
960,41,0,Travel_Frequently,1,Marketing,3,Sales Executive,Divorced,4103,0,No,17,1,10,9,3,1,7
961,35,0,Travel_Frequently,4,Life Sciences,3,Research Scientist,Single,4249,1,Yes,11,0,9,9,6,1,1
962,51,0,Travel_Rarely,5,Life Sciences,3,Manager,Divorced,14026,1,Yes,11,1,33,33,9,0,10
963,38,0,Travel_Rarely,2,Life Sciences,2,Sales Executive,Divorced,6893,3,No,15,1,11,7,7,1,7
964,34,0,Travel_Rarely,15,Medical,3,Sales Executive,Single,6125,1,No,12,0,10,10,8,9,6
965,25,0,Travel_Rarely,19,Medical,4,Laboratory Technician,Married,3669,3,No,11,3,7,3,2,1,2
966,58,1,Travel_Rarely,7,Medical,3,Manufacturing Director,Married,10008,7,Yes,14,0,31,10,9,5,9
967,40,0,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Married,2387,3,No,22,1,7,4,2,0,3
968,36,0,Travel_Frequently,7,Marketing,1,Sales Executive,Married,4639,2,No,16,1,17,15,7,6,13
